title,author,normalizedTitle,normalizedAuthor,occurrenceCount,statesCount,districtsCount,topBanStatus,topOrigin,sampleChallenges
SuperMutant Magic Academy,"Tamaki, Jillian",supermutant magic academy,tamaki jillian,1,1,1,Banned in Libraries and Classrooms,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Rockwood School District"", ""date"": ""August 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Surviving Antarctica: Reality TV 2083,"White, Andrea",surviving antarctica reality tv 2083,white andrea,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries""}]"
Symptoms of Being Human,"Garvin, Jeff",symptoms of being human,garvin jeff,1,1,1,Banned Pending Investigation,Informal Challenge,"[{""state"": ""Texas"", ""district"": ""Texarkana Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Tar Baby,"Morrison, Toni",tar baby,morrison toni,1,1,1,Banned in Libraries and Classrooms,Legislative Action,"[{""state"": ""Virginia"", ""district"": ""Madison County Public Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Tattoo Atlas,"Floreen, Tim",tattoo atlas,floreen tim,1,1,1,Banned Pending Investigation,Informal Challenge,"[{""state"": ""Texas"", ""district"": ""Texarkana Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Teenage Sex and Pregnancy,"Parks, Peggy J.",teenage sex and pregnancy,parks peggy j,1,1,1,Banned Pending Investigation,Informal Challenge,"[{""state"": ""Texas"", ""district"": ""Texarkana Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Teens and LGBT Issues,"Wilcox, Christine",teens and lgbt issues,wilcox christine,1,1,1,Banned Pending Investigation,Informal Challenge,"[{""state"": ""Texas"", ""district"": ""Texarkana Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The 1619 Project : Born on the Water,"Hannah-Jones, Nikole",1619 project born on the water,hannahjones nikole,1,1,1,Banned in Classrooms,Legislative Action,"[{""state"": ""Florida"", ""district"": ""The School District of Palm Beach County"", ""date"": ""July 2022"", ""banStatus"": ""Banned in Classrooms""}]"
The 1619 Project: A New Origin Story,"Hannah-Jones, Nikole",1619 project a new origin story,hannahjones nikole,1,1,1,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Abduction,"Grisham, John",abduction,grisham john,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Accomplice,"Grisham, John",accomplice,grisham john,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Accused,"Grisham, John",accused,grisham john,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Activist,"Grisham, John",activist,grisham john,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Ancient Greeks,"Schomp, Virginia",ancient greeks,schomp virginia,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
"The Annotated Mona Lisa, Third Edition: A Crash Court in Art History from Prehistoric to the Present (Volume 3)","Strickland, Carol",annotated mona lisa third edition a crash court in art history from prehistoric to the present volume 3,strickland carol,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Apparatus of Death - The Third Reich,"Flaherty, Thomas",apparatus of death the third reich,flaherty thomas,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Art of Comics,"Kallen, Stuart A.",art of comics,kallen stuart a,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Battle Against Polio,"Peters, Stephanie True",battle against polio,peters stephanie true,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries""}]"
"The Beautiful Stories of Life: Six Greeks Myths, Retold","Rylant, Cynthia",beautiful stories of life six greeks myths retold,rylant cynthia,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Beauty of Darkness,"Pearson, Mary E.",beauty of darkness,pearson mary e,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Best We Could Do: An Illustrated Memoir,"Bui, Thi",best we could do an illustrated memoir,bui thi,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Bible,Unknown,bible,unknown,1,1,1,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Texas"", ""district"": ""Keller ISD"", ""date"": ""Fall 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Big Questions Book of Sex and Consent,"Freitas, Donna",big questions book of sex and consent,freitas donna,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Black Monday Murders,"Hickman, Jonathan",black monday murders,hickman jonathan,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Book of Magic,"Barron, T.A.",book of magic,barron ta,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Boy Who Dared,"Campbell Bartoletti, Susan",boy who dared,campbell bartoletti susan,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Bridge,"Konigsberg, Bill",bridge,konigsberg bill,1,1,1,Banned Pending Investigation,Informal Challenge,"[{""state"": ""Texas"", ""district"": ""Texarkana Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Camelot Betrayal,"White, Kiersten",camelot betrayal,white kiersten,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Cape,"Hill, Joe",cape,hill joe,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Children's Bible,"Tagholm, Sally",childrens bible,tagholm sally,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Chupacabra,"Flitcroft, Jean",chupacabra,flitcroft jean,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries""}]"
The City We Became: A Novel,"Jemisin, N. K.",city we became a novel,jemisin n k,1,1,1,Banned Pending Investigation,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Complete Idiot's Guide to Drawing Manga: Illustrated,"Layman, John",complete idiots guide to drawing manga illustrated,layman john,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Complete Idiot's Guide to Drawing People Illustrated,"Hoddinott, Brenda",complete idiots guide to drawing people illustrated,hoddinott brenda,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Cost of Knowing,"Morris, Brittney",cost of knowing,morris brittney,1,1,1,Banned in Libraries and Classrooms,Informal Challenge,"[{""state"": ""Utah"", ""district"": ""Washington County School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
The Country of Ice Cream Star,"Newman, Sandra",country of ice cream star,newman sandra,1,1,1,Banned Pending Investigation,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Creeps: A Deep Dark Fears Collection,"Krause, Fran",creeps a deep dark fears collection,krause fran,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Dark and Hollow Places,"Ryan, Carrie",dark and hollow places,ryan carrie,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Dark Tide,"Jasinska, Alicia",dark tide,jasinska alicia,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Dazzling Heights,"McGee, Katharine",dazzling heights,mcgee katharine,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Dead Inside,"Etler, Cyndy Drew",dead inside,etler cyndy drew,1,1,1,Banned in Libraries and Classrooms,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""December 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
The Dead-Tossed Waves,"Ryan, Carrie",deadtossed waves,ryan carrie,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Deadliest Diseases Then and Now,"Hopkinson, Deborah",deadliest diseases then and now,hopkinson deborah,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Death of Bees,"O'Donnell, Lisa",death of bees,odonnell lisa,1,1,1,Banned Pending Investigation,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Devil's Intern,"Hosie, Donna",devils intern,hosie donna,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Dirt on Mr. Claxton,"Youngblood, Tiffany",dirt on mr claxton,youngblood tiffany,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Duel: The Parallel Lives of Alexander Hamilton and Aaron Burr,"St. George, Judith",duel the parallel lives of alexander hamilton and aaron burr,st george judith,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Edge,"Smith, Roland",edge,smith roland,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Epidemic,"Young, Suzanne",epidemic,young suzanne,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Essential Claude Monet,"Morris, Catherine",essential claude monet,morris catherine,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Essential Edward Hopper,"Spring, Justin",essential edward hopper,spring justin,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Essential Henri Matisse,"Schaffner, Ingrid",essential henri matisse,schaffner ingrid,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Essential Hieronymus Bosch,"Campbell, W. John",essential hieronymus bosch,campbell w john,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Essential Johannes Vermeer,"Sweet, Christopher",essential johannes vermeer,sweet christopher,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Essential Mary Cassatt,"Gouveia, Georgette",essential mary cassatt,gouveia georgette,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Essential Michelangelo,"Ottomann, Klaus",essential michelangelo,ottomann klaus,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Essential Pablo Picasso,"Schaffner, Ingrid",essential pablo picasso,schaffner ingrid,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Essential Salvador Dali,"Goff, Robert",essential salvador dali,goff robert,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Essential Vincent van Gogh,"Schaffner, Ingrid",essential vincent van gogh,schaffner ingrid,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Eternal Flame,"Barron, T.A.",eternal flame,barron ta,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Event,"Lemire, Jeff",event,lemire jeff,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Exact Opposite of Okay,"Steven, Laura",exact opposite of okay,steven laura,1,1,1,Banned in Libraries and Classrooms,Informal Challenge,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
The Family Book,"Parr, Todd",family book,parr todd,1,1,1,Banned Pending Investigation,Informal Challenge,"[{""state"": ""Pennsylvania"", ""district"": ""Pleasant Valley School District"", ""date"": ""July 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Fellowship of the Ring,"Tolkien, J.R.R.",fellowship of the ring,tolkien jrr,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Fire,"Patterson, James",fire,patterson james,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Fire Never Goes Out: A Memoir in Pictures,"Stevenson, Noelle",fire never goes out a memoir in pictures,stevenson noelle,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Fire Next Time,"Baldwin, James",fire next time,baldwin james,1,1,1,Banned in Libraries and Classrooms,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
The Fires of Merlin,"Barron, T.A.",fires of merlin,barron ta,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Fixer,"Barnes, Jennifer Lynn",fixer,barnes jennifer lynn,1,1,1,Banned Pending Investigation,Informal Challenge,"[{""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Forest of Hands and Teeth,"Ryan, Carrie",forest of hands and teeth,ryan carrie,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Fugitive,"Grisham, John",fugitive,grisham john,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Gadgets,"Horowitz, Anthony",gadgets,horowitz anthony,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Gender Quest Workbook: A Guide for Teens and Young Adults Exploring Gender Identity,"Testa, Rylan Jay",gender quest workbook a guide for teens and young adults exploring gender identity,testa rylan jay,1,1,1,Banned Pending Investigation,Informal Challenge,"[{""state"": ""Pennsylvania"", ""district"": ""Pleasant Valley School District"", ""date"": ""July 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Gettysburg Address: A Graphic Adaptation,"Hennessey, Jonathan",gettysburg address a graphic adaptation,hennessey jonathan,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Gift,"Patterson, James",gift,patterson james,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Girl Who Fell from the Sky,"Durrow, Heidi W.",girl who fell from the sky,durrow heidi w,1,1,1,Banned in Libraries,Legislative Action,"[{""state"": ""Utah"", ""district"": ""Alpine School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Girls I've Been,"Sharpe, Tess",girls ive been,sharpe tess,1,1,1,Banned Pending Investigation,Informal Challenge,"[{""state"": ""Texas"", ""district"": ""Texarkana Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Giver,"Lowry, Lois",giver,lowry lois,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Giver: Graphic Novel,"Lowry, Lois",giver graphic novel,lowry lois,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Glass Castle,"Walls, Jeannette",glass castle,walls jeannette,1,1,1,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
